new_phibase_acc	old_phibase_acc	uniprot_acc	gene_name_phibase	gene_locus_id	gene_locus_id_type	pathogen_species_taxon_id	pathogen_taxon_id	pathogen_taxon_name_ncbi	host_species_taxon_id	host_species_name_ncbi	phi_disease_phenotype_id	phi_disease_phenotype_name	experiment_specification_ids	experiment_specification_names	pubmed_id	doi
PHI:I123	PHI:142	Q9UVN7	CHK1	AAF05913	EMBL	5016	5016	Bipolaris maydis	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	10557357	
PHI:I124	PHI:143	P32964	CHT	AAA33353	EMBL	5563	5563		4558	Sorghum bicolor	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	10587474	10.1006/fgbi.1999.1167
PHI:I125	PHI:144	O59928	CHT42	AAC05829	EMBL	29875	29875	Trichoderma virens	456999	Rhizoctonia solani	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000011	gene deletion;gene overexpression	10022948	
PHI:I126	PHI:146	O42793	CT-PKAC	AAC04355	EMBL	5466	5466	Colletotrichum trifolii	3879	Medicago sativa	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	10226376	
PHI:I127	PHI:149	Q92207	HOG1	CAA62214	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10322006	
PHI:I128	PHI:151	Q9UQY5	KPP2	AAF15528	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10594825	
PHI:I129	PHI:153	Q9UV51	OSM1	AAF09475	EMBL	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	10521531	
PHI:I130	PHI:156	Q9Y8E5	STE12alpha	AAD44111	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10581270	
PHI:I131	PHI:156	Q9Y8E5	STE12alpha	AAD44111	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10581270	
PHI:I132	PHI:157	Q9Y885	TOXF	AAD45321	EMBL	5017	5017	Bipolaris zeicola	4577	Zea mays	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	10627051	
PHI:I133	PHI:158	O59918	UKC1	AAC09291	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	10102363	
PHI:I134	PHI:159	O74686	URA5	AAC62627	EMBL	5037	5037	Histoplasma capsulatum	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	9916068	
PHI:I135	PHI:160	Q9UVN5	AMT	AAF01762 	EMBL	5599	5599	Alternaria alternata	3750	Malus domestica	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	10875335	
PHI:I136	PHI:161	Q9HG08	BMP1	AAG23132	EMBL	40559	40559	Botrytis cinerea	3570	Dianthus caryophyllus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10875333	
PHI:I137	PHI:161	Q9HG08	BMP1	AAG23132	EMBL	40559	40559	Botrytis cinerea	4081	Solanum lycopersicum	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10875333	
PHI:I138	PHI:161	Q9HG08	BMP1	AAG23132	EMBL	40559	40559	Botrytis cinerea	3764	Rosa	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10875333	
PHI:I139	PHI:162	Q9P8U9	CaFTR1	AAF69680	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10807578	
PHI:I140	PHI:163	O42720	CBP1	AAC39354	EMBL	5037	5037	Histoplasma capsulatum	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11082066	
PHI:I141	PHI:164	O43115	CgDN3	AAB92221	EMBL	474922	474922	Colletotrichum gloeosporioides	35627	Stylosanthes	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	10975650	
PHI:I142	PHI:165	Q9UQZ1	CgMEK1 (EMK1)	AAD55385	EMBL	474922	474922	Colletotrichum gloeosporioides	3435	Persea americana	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	10948253	
PHI:I143	PHI:166	Q9UUS7	CHIP2	AAD53262	EMBL	474922	474922	Colletotrichum gloeosporioides	3435	Persea americana	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	10940006	
PHI:I144	PHI:166	Q9UUS7	CHIP2	AAD53262	EMBL	474922	474922	Colletotrichum gloeosporioides	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	10940006	
PHI:I145	PHI:167	Q9UUS8	CHIP3	AAF00024	EMBL	474922	474922	Colletotrichum gloeosporioides	3435	Persea americana	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	10940006	
PHI:I146	PHI:167	Q9UUS8	CHIP3	AAF00024	EMBL	474922	474922	Colletotrichum gloeosporioides	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	10940006	
PHI:I147	PHI:169	Q9HG15	CLTA1	AAG25917	EMBL	290576	290576	Colletotrichum lindemuthianum	3885	Phaseolus vulgaris	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	11006333	
PHI:I148	PHI:170	Q9UW09	CMK1	AAD50496	EMBL	5462	5462	Colletotrichum lagenaria	3659	Cucumis sativus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10755300	
PHI:I149	PHI:172	Q9Y7W4	CRK1	AAD25159	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11073971	
PHI:I150	PHI:174	O93806	GNA1	BAA36496	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10878139	
PHI:I151	PHI:175	P46593	HWP1	AAC96368	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10066176	
PHI:I152	PHI:176	Q9UV32	MIG1	AAF24760	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	10594035	
PHI:I153	PHI:177	Q9UVG2	ODC	CAB56523	EMBL	13684	13684	Parastagonospora nodorum	4564	Triticum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10799502	10.1074/jbc.275.19.14242
PHI:I154	PHI:178	Q9Y7F1	pabaA	AAD31929	EMBL	746128	746128	Aspergillus fumigatus	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	10931287	
PHI:I155	PHI:179;PHI:180	Q04701;Q00845	PELA;PELD	AAA33338;AAC49420	EMBL;EMBL	140110	140110	Nectria haematococca	3888	Pisum sativum	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10931947	
PHI:I156	PHI:181	Q96VZ3	PGX1	AAK81847	EMBL	5507	5507	Fusarium oxysporum	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	10755298	
PHI:I157	PHI:182	Q9UVQ4	RAS1	AAD55937	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15075271	
PHI:I158	PHI:182	Q9UVQ4	RAS1	AAD55937	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10792722	
PHI:I159	PHI:182	Q9UVQ4	RAS1	AAD55937	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12438649	10.1073/pnas.232568599
PHI:I160	PHI:182	Q9UVQ4	RAS1	AAD55937	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15972469	10.1128/IAI.73.7.3842-3850.2005
PHI:I161	PHI:183	Q9HFZ4	RBT1	AAG09787	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10978273	
PHI:I162	PHI:183	Q9HFZ4	RBT1	AAG09787	EMBL	5476	237561	Candida albicans SC5314	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10978273	
PHI:I163	PHI:184	Q9HFZ2	RBT4	AAG09789	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	10978273	
PHI:I164	PHI:184	Q9HFZ2	RBT4	AAG09789	EMBL	5476	237561	Candida albicans SC5314	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	10978273	
PHI:I165	PHI:185	Q9UW14	RIM101	AAD51714	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	10992507	
PHI:I166	PHI:186	Q9UW13	RIM8	AAD51715	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10992507	
PHI:I167	PHI:187	Q9HFW4	RUM1	AAG02418	EMBL	5270	559306	Ustilago maydis FB1	4577	Zea mays	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11029697	
PHI:I168	PHI:188	Q9Y880	SNF1	AAD43341	EMBL	5017	5017	Bipolaris zeicola	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10662860	
PHI:I169	PHI:189	Q5AKU6	SSK1	AAD55813	EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10639412	
PHI:I170	PHI:190	Q5ANJ4	TEC1	EAL04411	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11069668	
PHI:I171	PHI:191	Q99324	TOM1	AAB08446	EMBL	39703	39703	Septoria lycopersici	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000001	gene disruption	11106022	
PHI:I172	PHI:194	O13465	URE1	AAC62257	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	10639402	
PHI:I173	PHI:195	Q92213	VPS34	CAA70254	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11065354	
PHI:I174	PHI:196	Q92210	ADE2	AAC49755	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11254618	
PHI:I175	PHI:197	O93852	ALO1	AAC98913	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11349062	
PHI:I176	PHI:198	P46590	ALS1	AAC41649	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11967069	
PHI:I177	PHI:198	P46590	ALS1	AAC41649	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15256583	10.1099/mic.0.26943-0
PHI:I178	PHI:198	P46590	ALS1	AAC41649	EMBL	5476	5476	Candida albicans	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15256583	10.1099/mic.0.26943-0
PHI:I179	PHI:199	Q9P304	AOX1	AAF82788	EMBL	5499	5499	Passalora fulva	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11277434	10.1094/MPMI.2001.14.3.367
PHI:I180	PHI:200	Q9C1T0	ARG1	BAB40769	EMBL	5507	5507	Fusarium oxysporum	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11310747	
PHI:I181	PHI:201	Q9C478	AVR-Pita (AVR2-YAMO)	AAK00131	EMBL	318829	318829	Magnaporthe oryzae	4530	Oryza sativa	PHIEO:0000003	plant avirulence determinant effector	ESO:0000024	unknown gene expression	11332731	10.1094/MPMI.2001.14.5.671
PHI:I182	PHI:202;PHI:544	Q9UW03;Q9P8L8	BcatrB;BCMFS1	CAB52402;AAF64435	EMBL;EMBL	40559	332648	Botrytis cinerea B05.10	4081	Solanum lycopersicum	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	12324349	
PHI:I183	PHI:202	Q9UW03	BcatrB	CAB52402	EMBL	40559	332648	Botrytis cinerea B05.10	3603	Vitis	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11310744	
PHI:I184	PHI:203	Q9HEP9	BCG1	CAC19871	EMBL	40559	332648	Botrytis cinerea B05.10	4081	Solanum lycopersicum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	11763127	
PHI:I185	PHI:203	Q9HEP9	BCG1	CAC19871	EMBL	40559	332648	Botrytis cinerea B05.10	3885	Phaseolus vulgaris	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	11763127	
PHI:I186	PHI:204	Q9HFT8	CaCDC35	AAG18428	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	11694594	
PHI:I187	PHI:205	Q9URM1	CaCHS1	CAA21947	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11251855	
PHI:I188	PHI:206	Q9C1S8	CaNAG1	BAB43821	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11298769	
PHI:I189	PHI:207	Q9C0N5	CaNAG2	BAB43813	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11298769	
PHI:I190	PHI:208	Q9C0M1	CaNAG5	BAB43816	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11298769	
PHI:I191	PHI:209	Q9C410	CaNRG1	AAK09366	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11737641	
PHI:I192	PHI:210	G1U9Y6	CAP1	AAD42978	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11325951	
PHI:I193	PHI:211	C4YFX2	CaTUP1	AAB63195	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11737641	
PHI:I194	PHI:212	O74271	COS1/CHIK1	AAC23929	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11270409	
PHI:I195	PHI:213	Q9P8W9	CPA1	AAF69795	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11415984	
PHI:I196	PHI:213	Q9P8W9	CPA1	AAF69795	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11415984	
PHI:I197	PHI:214;PHI:217;PHI:221	Q9UVW7;Q59RW5;Q04802	DAC1;HXK1;NAG1	AAF04335;EAK93243;AAF04334	EMBL;EMBL;EMBL	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11705974	10.1128/IAI.69.12.7898-7903.2001
PHI:I198	PHI:215	Q9HGU2	FMK1	AAG01162	EMBL	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	4081	Solanum lycopersicum	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11251832	
PHI:I199	PHI:215	Q9HGU2	FMK1	AAG01162	EMBL	5507	426428	Fusarium oxysporum f. sp. lycopersici 4287	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11251832	
PHI:I200	PHI:216	Q9C1C6	HDC1	AAK35180	EMBL	5017	5017	Bipolaris zeicola	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	11449054	
PHI:I201	PHI:218	Q9Y7A1	IPC1	AAD28749 	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000012	gene downregulation	11157776	
PHI:I202	PHI:219	P52496	LIG4	CAA64457	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11119499	10.1128/IAI.69.01.137-147.2001
PHI:I203	PHI:220	Q9HFU4	MAN1	AAG10203	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11359567	
PHI:I204	PHI:220	Q9HFU4	MAN1	AAG10203	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11359567	
PHI:I205	PHI:222	O59939	PELB	AAD09857	EMBL	474922	1237896	Colletotrichum gloeosporioides Cg-14	3435	Persea americana	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	11497471	
PHI:I206	PHI:223	Q9C441	PEP1	AAK11166	EMBL	140110	140110	Nectria haematococca	3888	Pisum sativum	PHIPO:0000008	reduced virulence	ESO:0000006	functional test in host organism	11208022	10.1007/s00294-003-0428-x
PHI:I207	PHI:224	Q9C1K0	PEP2	AAK11167	EMBL	140110	140110	Nectria haematococca	3888	Pisum sativum	PHIPO:0000008	reduced virulence	ESO:0000006	functional test in host organism	11208022	10.1007/s00294-003-0428-x
PHI:I208	PHI:225	Q9C0P7	PEP5	AAK16922	EMBL	140110	140110	Nectria haematococca	3888	Pisum sativum	PHIPO:0000008	reduced virulence	ESO:0000006	functional test in host organism	11208022	10.1007/s00294-003-0428-x
PHI:I209	PHI:226	Q9C1E9	PEX6	AAK16738	EMBL	5462	5462	Colletotrichum lagenaria	3659	Cucumis sativus	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	11487704	
PHI:I210	PHI:227	Q9HFW0	PKA1	AAG30145	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15972469	10.1128/IAI.73.7.3842-3850.2005
PHI:I211	PHI:227	Q9HFW0	PKA1	AAG30145	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12438649	10.1073/pnas.232568599
PHI:I212	PHI:227	Q9HFW0	PKA1	AAG30145	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11287622	10.1128/MCB.21.9.3179-3191.2001
PHI:I213	PHI:227	Q9HFW0	PKA1	AAG30145	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11287622	10.1128/MCB.21.9.3179-3191.2001
PHI:I214	PHI:227	Q9HFW0	PKA1	AAG30145	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	7227	Drosophila melanogaster	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	15075271	
PHI:I215	PHI:228	Q9P8P2	PLB1	AAF65220	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11123698	
PHI:I216	PHI:228	Q9P8P2	PLB1	AAF65220	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11123698	
PHI:I217	PHI:230	Q96X31	PTK1	AAK52840	EMBL	53485	53485	Pyrenophora teres	112509	Hordeum vulgare subsp. vulgare	PHIPO:0000007	loss of pathogenicity	ESO:0000001	gene disruption	11204774	
PHI:I218	PHI:231	Q9C1C2	RPK1	AAK31209	EMBL	5462	5462	Colletotrichum lagenaria	3659	Cucumis sativus	PHIPO:0000007	loss of pathogenicity	ESO:0000002	gene deletion	11605954	
PHI:I219	PHI:232	Q9C1R5	STE12a	AAG49739	EMBL	5207	5207	Cryptococcus neoformans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	11248066	
PHI:I220	PHI:233	O74205	TOXE	AAD13811	EMBL	5017	5017	Bipolaris zeicola	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001	gene disruption	9894916	
PHI:I221	PHI:234	Q96X32	UBC2	AAK49432	EMBL	5270	5270	Ustilago maydis	4577	Zea mays	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11580841	
PHI:I222	PHI:235	Q96WM3	VPH1	AAK81705	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11737651	
PHI:I223	PHI:236;PHI:237	P30601;P30602	WdCHS2;WdCHS3	AAC34496;AAC35278	EMBL;EMBL	5970	5970	Exophiala dermatitidis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11705928	10.1128/IAI.69.12.7517-7526.2001
PHI:I224	PHI:238	Q9Y7A7	WdPKS1	AAD31436	EMBL	5970	5970	Exophiala dermatitidis	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	11179356	10.1128/IAI.69.3.1781-1794.2001
PHI:I225	PHI:239	G1UAJ9	ASH1	AAM02905	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	12446785	
PHI:I226	PHI:240	Q9P880	BAC	CAB77164	EMBL	40559	332648	Botrytis cinerea B05.10	3885	Phaseolus vulgaris	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	20569351	10.1046/j.1364-3703.2002.00137.x
PHI:I227	PHI:241	Q9C443	CAC1	AAG60619	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12455973	
PHI:I228	PHI:241	Q9C443	CAC1	AAG60619	EMBL	5207	235443	Cryptococcus neoformans var. grubii H99	9986	Oryctolagus cuniculus	PHIPO:0000007	loss of pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	12455973	
PHI:I229	PHI:242	G1UAE0	CaTPS2	CAC17748	EMBL	5476	5476	Candida albicans	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	11895938	
PHI:I230	PHI:243	O93841	CHIP6	AAD00894	EMBL	474922	474922	Colletotrichum gloeosporioides	3435	Persea americana	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	12000454	
